Key Type,Key,1.21.8 en_us,1.21.8 zh_cn
item,music_disc_ward.desc,C418 - ward,C418 - ward
item,mutton,Raw Mutton,生羊肉
item,name_tag,Name Tag,命名牌
item,nautilus_shell,Nautilus Shell,鹦鹉螺壳
item,nether_brick,Nether Brick,下界砖
item,nether_star,Nether Star,下界之星
item,nether_wart,Nether Wart,下界疣
item,netherite_axe,Netherite Axe,下界合金斧
item,netherite_boots,Netherite Boots,下界合金靴子
item,netherite_chestplate,Netherite Chestplate,下界合金胸甲
item,netherite_helmet,Netherite Helmet,下界合金头盔
item,netherite_hoe,Netherite Hoe,下界合金锄
item,netherite_ingot,Netherite Ingot,下界合金锭
item,netherite_leggings,Netherite Leggings,下界合金护腿
item,netherite_pickaxe,Netherite Pickaxe,下界合金镐
item,netherite_scrap,Netherite Scrap,下界合金碎片
item,netherite_shovel,Netherite Shovel,下界合金锹
item,netherite_sword,Netherite Sword,下界合金剑
item,netherite_upgrade_smithing_template,Smithing Template,锻造模板
item,netherite_upgrade_smithing_template.new,Netherite Upgrade,下界合金升级
item,oak_boat,Oak Boat,橡木船
item,oak_chest_boat,Oak Boat with Chest,橡木运输船
item,ocelot_spawn_egg,Ocelot Spawn Egg,豹猫刷怪蛋
item,ominous_bottle,Ominous Bottle,不祥之瓶
item,ominous_trial_key,Ominous Trial Key,不祥试炼钥匙
item,orange_bundle,Orange Bundle,橙色收纳袋
item,orange_dye,Orange Dye,橙色染料
item,orange_harness,Orange Harness,橙色挽具
item,painting,Painting,画
item,pale_oak_boat,Pale Oak Boat,苍白橡木船
item,pale_oak_chest_boat,Pale Oak Boat with Chest,苍白橡木运输船
item,panda_spawn_egg,Panda Spawn Egg,熊猫刷怪蛋
item,paper,Paper,纸
item,parrot_spawn_egg,Parrot Spawn Egg,鹦鹉刷怪蛋
item,phantom_membrane,Phantom Membrane,幻翼膜
item,phantom_spawn_egg,Phantom Spawn Egg,幻翼刷怪蛋
item,pig_spawn_egg,Pig Spawn Egg,猪刷怪蛋
item,piglin_banner_pattern,Banner Pattern,旗帜图案
item,piglin_banner_pattern.desc,Snout,猪鼻
item,piglin_banner_pattern.new,Snout Banner Pattern,猪鼻旗帜图案
item,piglin_brute_spawn_egg,Piglin Brute Spawn Egg,猪灵蛮兵刷怪蛋
item,piglin_spawn_egg,Piglin Spawn Egg,猪灵刷怪蛋
item,pillager_spawn_egg,Pillager Spawn Egg,掠夺者刷怪蛋
item,pink_bundle,Pink Bundle,粉红色收纳袋
item,pink_dye,Pink Dye,粉红色染料
item,pink_harness,Pink Harness,粉红色挽具
item,pitcher_plant,Pitcher Plant,瓶子草
item,pitcher_pod,Pitcher Pod,瓶子草荚果
item,plenty_pottery_shard,Plenty Pottery Shard,富饶纹样陶片
item,plenty_pottery_sherd,Plenty Pottery Sherd,富饶纹样陶片
item,poisonous_potato,Poisonous Potato,毒马铃薯
item,polar_bear_spawn_egg,Polar Bear Spawn Egg,北极熊刷怪蛋
item,popped_chorus_fruit,Popped Chorus Fruit,爆裂紫颂果
item,porkchop,Raw Porkchop,生猪排
item,potato,Potato,马铃薯
item,potion,Potion,药水
item,potion.effect.awkward,Awkward Potion,粗制的药水
item,potion.effect.empty,Uncraftable Potion,不可合成的药水
item,potion.effect.fire_resistance,Potion of Fire Resistance,抗火药水
item,potion.effect.harming,Potion of Harming,伤害药水
item,potion.effect.healing,Potion of Healing,治疗药水
item,potion.effect.infested,Potion of Infestation,虫蚀药水
item,potion.effect.invisibility,Potion of Invisibility,隐身药水
item,potion.effect.leaping,Potion of Leaping,跳跃药水
item,potion.effect.levitation,Potion of Levitation,飘浮药水
item,potion.effect.luck,Potion of Luck,幸运药水
item,potion.effect.mundane,Mundane Potion,平凡的药水
item,potion.effect.night_vision,Potion of Night Vision,夜视药水
item,potion.effect.oozing,Potion of Oozing,渗浆药水
item,potion.effect.poison,Potion of Poison,剧毒药水
item,potion.effect.regeneration,Potion of Regeneration,再生药水
item,potion.effect.slow_falling,Potion of Slow Falling,缓降药水
item,potion.effect.slowness,Potion of Slowness,迟缓药水
item,potion.effect.strength,Potion of Strength,力量药水
item,potion.effect.swiftness,Potion of Swiftness,迅捷药水
item,potion.effect.thick,Thick Potion,浓稠的药水
item,potion.effect.turtle_master,Potion of the Turtle Master,神龟药水
item,potion.effect.water,Water Bottle,水瓶
item,potion.effect.water_breathing,Potion of Water Breathing,水肺药水
item,potion.effect.weakness,Potion of Weakness,虚弱药水
item,potion.effect.weaving,Potion of Weaving,盘丝药水
item,potion.effect.wind_charged,Potion of Wind Charging,蓄风药水
item,pottery_shard_archer,Archer Pottery Shard,弓箭纹样陶片
item,pottery_shard_arms_up,Arms Up Pottery Shard,举臂纹样陶片
item,pottery_shard_prize,Prize Pottery Shard,珍宝纹样陶片
item,pottery_shard_skull,Skull Pottery Shard,头颅纹样陶片
item,powder_snow_bucket,Powder Snow Bucket,细雪桶
item,prismarine_crystals,Prismarine Crystals,海晶砂粒
item,prismarine_shard,Prismarine Shard,海晶碎片
item,prize_pottery_shard,Prize Pottery Shard,珍宝纹样陶片
item,prize_pottery_sherd,Prize Pottery Sherd,珍宝纹样陶片
item,pufferfish,Pufferfish,河豚
item,pufferfish_bucket,Bucket of Pufferfish,河豚桶
item,pufferfish_spawn_egg,Pufferfish Spawn Egg,河豚刷怪蛋
item,pumpkin_pie,Pumpkin Pie,南瓜派
item,pumpkin_seeds,Pumpkin Seeds,南瓜种子
item,purple_bundle,Purple Bundle,紫色收纳袋
item,purple_dye,Purple Dye,紫色染料
item,purple_harness,Purple Harness,紫色挽具
item,quartz,Nether Quartz,下界石英
item,rabbit,Raw Rabbit,生兔肉
item,rabbit_foot,Rabbit's Foot,兔子脚
item,rabbit_hide,Rabbit Hide,兔子皮
item,rabbit_spawn_egg,Rabbit Spawn Egg,兔子刷怪蛋
item,rabbit_stew,Rabbit Stew,兔肉煲
item,raiser_armor_trim_smithing_template,Smithing Template,锻造模板
item,raiser_armor_trim_smithing_template.new,Raiser Armor Trim,牧民盔甲纹饰
item,ravager_spawn_egg,Ravager Spawn Egg,劫掠兽刷怪蛋
item,raw_copper,Raw Copper,粗铜
item,raw_gold,Raw Gold,粗金
item,raw_iron,Raw Iron,粗铁
item,recovery_compass,Recovery Compass,追溯指针
item,red_bundle,Red Bundle,红色收纳袋
item,red_dye,Red Dye,红色染料
item,red_harness,Red Harness,红色挽具
item,redstone,Redstone Dust,红石粉
item,resin_brick,Resin Brick,树脂砖
item,resin_clump,Resin Clump,树脂团
item,rib_armor_trim_smithing_template,Smithing Template,锻造模板
item,rib_armor_trim_smithing_template.new,Rib Armor Trim,肋骨盔甲纹饰
item,rotten_flesh,Rotten Flesh,腐肉
item,saddle,Saddle,鞍
item,salmon,Raw Salmon,生鲑鱼
item,salmon_bucket,Bucket of Salmon,鲑鱼桶
item,salmon_spawn_egg,Salmon Spawn Egg,鲑鱼刷怪蛋
item,scrape_pottery_sherd,Scrape Pottery Sherd,刮削纹样陶片
item,scute,Scute,鳞甲
item,sentry_armor_trim_smithing_template,Smithing Template,锻造模板
item,sentry_armor_trim_smithing_template.new,Sentry Armor Trim,哨兵盔甲纹饰
item,shaper_armor_trim_smithing_template,Smithing Template,锻造模板
item,shaper_armor_trim_smithing_template.new,Shaper Armor Trim,塑造盔甲纹饰
item,sheaf_pottery_shard,Sheaf Pottery Shard,麦捆纹样陶片
item,sheaf_pottery_sherd,Sheaf Pottery Sherd,麦捆纹样陶片
item,shears,Shears,剪刀
item,sheep_spawn_egg,Sheep Spawn Egg,绵羊刷怪蛋
item,shelter_pottery_shard,Shelter Pottery Shard,树荫纹样陶片
item,shelter_pottery_sherd,Shelter Pottery Sherd,树荫纹样陶片
item,shield,Shield,盾牌
item,shield.black,Black Shield,黑色盾牌
item,shield.blue,Blue Shield,蓝色盾牌
item,shield.brown,Brown Shield,棕色盾牌
item,shield.cyan,Cyan Shield,青色盾牌
item,shield.gray,Gray Shield,灰色盾牌
item,shield.green,Green Shield,绿色盾牌
item,shield.light_blue,Light Blue Shield,淡蓝色盾牌
item,shield.light_gray,Light Gray Shield,淡灰色盾牌
item,shield.lime,Lime Shield,黄绿色盾牌
item,shield.magenta,Magenta Shield,品红色盾牌
item,shield.orange,Orange Shield,橙色盾牌
item,shield.pink,Pink Shield,粉红色盾牌
item,shield.purple,Purple Shield,紫色盾牌
item,shield.red,Red Shield,红色盾牌
item,shield.white,White Shield,白色盾牌
item,shield.yellow,Yellow Shield,黄色盾牌
item,shulker_shell,Shulker Shell,潜影壳
item,shulker_spawn_egg,Shulker Spawn Egg,潜影贝刷怪蛋
item,sign,Sign,告示牌
item,silence_armor_trim_smithing_template,Smithing Template,锻造模板
item,silence_armor_trim_smithing_template.new,Silence Armor Trim,幽静盔甲纹饰
item,silverfish_spawn_egg,Silverfish Spawn Egg,蠹虫刷怪蛋
item,skeleton_horse_spawn_egg,Skeleton Horse Spawn Egg,骷髅马刷怪蛋
item,skeleton_spawn_egg,Skeleton Spawn Egg,骷髅刷怪蛋
item,skull_banner_pattern,Banner Pattern,旗帜图案
item,skull_banner_pattern.desc,Skull Charge,头颅盾徽
item,skull_banner_pattern.new,Skull Charge Banner Pattern,头颅盾徽旗帜图案
item,skull_pottery_shard,Skull Pottery Shard,头颅纹样陶片
item,skull_pottery_sherd,Skull Pottery Sherd,头颅纹样陶片
item,slime_ball,Slimeball,黏液球
item,slime_spawn_egg,Slime Spawn Egg,史莱姆刷怪蛋
item,smithing_template,Smithing Template,锻造模板
item,smithing_template.applies_to,Applies to:,可应用于：
item,smithing_template.armor_trim.additions_slot_description,Add ingot or crystal,放入铸锭或晶体
item,smithing_template.armor_trim.applies_to,Armor,盔甲
item,smithing_template.armor_trim.base_slot_description,Add a piece of armor,放入盔甲
item,smithing_template.armor_trim.ingredients,Ingots & Crystals,铸锭或晶体
item,smithing_template.ingredients,Ingredients:,所需原材料：
item,smithing_template.netherite_upgrade.additions_slot_description,Add Netherite Ingot,放入下界合金锭
item,smithing_template.netherite_upgrade.applies_to,Diamond Equipment,钻石装备
item,smithing_template.netherite_upgrade.base_slot_description,"Add diamond armor, weapon, or tool",放入钻石盔甲、武器或工具
item,smithing_template.netherite_upgrade.ingredients,Netherite Ingot,下界合金锭
item,smithing_template.upgrade,Upgrade: ,已有升级：
item,sniffer_spawn_egg,Sniffer Spawn Egg,嗅探兽刷怪蛋
item,snort_pottery_shard,Snort Pottery Shard,嗅探纹样陶片
item,snort_pottery_sherd,Snort Pottery Sherd,嗅探纹样陶片
item,snout_armor_trim_smithing_template,Smithing Template,锻造模板
item,snout_armor_trim_smithing_template.new,Snout Armor Trim,猪鼻盔甲纹饰
item,snow_golem_spawn_egg,Snow Golem Spawn Egg,雪傀儡刷怪蛋
item,snowball,Snowball,雪球
item,spectral_arrow,Spectral Arrow,光灵箭
item,spider_eye,Spider Eye,蜘蛛眼
item,spider_spawn_egg,Spider Spawn Egg,蜘蛛刷怪蛋
item,spire_armor_trim_smithing_template,Smithing Template,锻造模板
item,spire_armor_trim_smithing_template.new,Spire Armor Trim,尖塔盔甲纹饰
item,splash_potion,Splash Potion,喷溅药水
item,splash_potion.effect.awkward,Awkward Splash Potion,喷溅型粗制的药水
item,splash_potion.effect.empty,Splash Uncraftable Potion,不可合成的喷溅型药水
item,splash_potion.effect.fire_resistance,Splash Potion of Fire Resistance,喷溅型抗火药水
item,splash_potion.effect.harming,Splash Potion of Harming,喷溅型伤害药水
item,splash_potion.effect.healing,Splash Potion of Healing,喷溅型治疗药水
item,splash_potion.effect.infested,Splash Potion of Infestation,喷溅型虫蚀药水
item,splash_potion.effect.invisibility,Splash Potion of Invisibility,喷溅型隐身药水
item,splash_potion.effect.leaping,Splash Potion of Leaping,喷溅型跳跃药水
item,splash_potion.effect.levitation,Splash Potion of Levitation,喷溅型飘浮药水
item,splash_potion.effect.luck,Splash Potion of Luck,喷溅型幸运药水
item,splash_potion.effect.mundane,Mundane Splash Potion,喷溅型平凡的药水
item,splash_potion.effect.night_vision,Splash Potion of Night Vision,喷溅型夜视药水
item,splash_potion.effect.oozing,Splash Potion of Oozing,喷溅型渗浆药水
item,splash_potion.effect.poison,Splash Potion of Poison,喷溅型剧毒药水
item,splash_potion.effect.regeneration,Splash Potion of Regeneration,喷溅型再生药水
item,splash_potion.effect.slow_falling,Splash Potion of Slow Falling,喷溅型缓降药水
item,splash_potion.effect.slowness,Splash Potion of Slowness,喷溅型迟缓药水
item,splash_potion.effect.strength,Splash Potion of Strength,喷溅型力量药水
item,splash_potion.effect.swiftness,Splash Potion of Swiftness,喷溅型迅捷药水
item,splash_potion.effect.thick,Thick Splash Potion,喷溅型浓稠的药水
item,splash_potion.effect.turtle_master,Splash Potion of the Turtle Master,喷溅型神龟药水
item,splash_potion.effect.water,Splash Water Bottle,喷溅型水瓶
item,splash_potion.effect.water_breathing,Splash Potion of Water Breathing,喷溅型水肺药水
item,splash_potion.effect.weakness,Splash Potion of Weakness,喷溅型虚弱药水
item,splash_potion.effect.weaving,Splash Potion of Weaving,喷溅型盘丝药水
item,splash_potion.effect.wind_charged,Splash Potion of Wind Charging,喷溅型蓄风药水
item,spruce_boat,Spruce Boat,云杉木船
item,spruce_chest_boat,Spruce Boat with Chest,云杉木运输船
item,spyglass,Spyglass,望远镜
item,squid_spawn_egg,Squid Spawn Egg,鱿鱼刷怪蛋
item,stick,Stick,木棍
item,stone_axe,Stone Axe,石斧
item,stone_hoe,Stone Hoe,石锄
item,stone_pickaxe,Stone Pickaxe,石镐
item,stone_shovel,Stone Shovel,石锹
item,stone_sword,Stone Sword,石剑
item,stray_spawn_egg,Stray Spawn Egg,流浪者刷怪蛋
item,strider_spawn_egg,Strider Spawn Egg,炽足兽刷怪蛋
item,string,String,线
item,sugar,Sugar,糖
item,suspicious_stew,Suspicious Stew,谜之炖菜
item,sweet_berries,Sweet Berries,甜浆果
item,tadpole_bucket,Bucket of Tadpole,蝌蚪桶
item,tadpole_spawn_egg,Tadpole Spawn Egg,蝌蚪刷怪蛋
item,tide_armor_trim_smithing_template,Smithing Template,锻造模板
item,tide_armor_trim_smithing_template.new,Tide Armor Trim,潮汐盔甲纹饰
item,tipped_arrow,Tipped Arrow,药箭
item,tipped_arrow.effect.awkward,Tipped Arrow,药箭
item,tipped_arrow.effect.empty,Uncraftable Tipped Arrow,不可合成的药箭
item,tipped_arrow.effect.fire_resistance,Arrow of Fire Resistance,抗火之箭
item,tipped_arrow.effect.harming,Arrow of Harming,伤害之箭
item,tipped_arrow.effect.healing,Arrow of Healing,治疗之箭
item,tipped_arrow.effect.infested,Arrow of Infestation,虫蚀之箭
item,tipped_arrow.effect.invisibility,Arrow of Invisibility,隐身之箭
item,tipped_arrow.effect.leaping,Arrow of Leaping,跳跃之箭
item,tipped_arrow.effect.levitation,Arrow of Levitation,飘浮之箭
item,tipped_arrow.effect.luck,Arrow of Luck,幸运之箭
item,tipped_arrow.effect.mundane,Tipped Arrow,药箭
item,tipped_arrow.effect.night_vision,Arrow of Night Vision,夜视之箭
item,tipped_arrow.effect.oozing,Arrow of Oozing,渗浆之箭
item,tipped_arrow.effect.poison,Arrow of Poison,剧毒之箭
item,tipped_arrow.effect.regeneration,Arrow of Regeneration,再生之箭
item,tipped_arrow.effect.slow_falling,Arrow of Slow Falling,缓降之箭
item,tipped_arrow.effect.slowness,Arrow of Slowness,迟缓之箭
item,tipped_arrow.effect.strength,Arrow of Strength,力量之箭
item,tipped_arrow.effect.swiftness,Arrow of Swiftness,迅捷之箭
item,tipped_arrow.effect.thick,Tipped Arrow,药箭
item,tipped_arrow.effect.turtle_master,Arrow of the Turtle Master,神龟之箭
item,tipped_arrow.effect.water,Arrow of Splashing,喷溅之箭
item,tipped_arrow.effect.water_breathing,Arrow of Water Breathing,水肺之箭
item,tipped_arrow.effect.weakness,Arrow of Weakness,虚弱之箭
item,tipped_arrow.effect.weaving,Arrow of Weaving,盘丝之箭
item,tipped_arrow.effect.wind_charged,Arrow of Wind Charging,蓄风之箭
item,tnt_minecart,Minecart with TNT,TNT矿车
item,torchflower_seeds,Torchflower Seeds,火把花种子
item,totem_of_undying,Totem of Undying,不死图腾
item,trader_llama_spawn_egg,Trader Llama Spawn Egg,行商羊驼刷怪蛋
item,trial_key,Trial Key,试炼钥匙
item,trident,Trident,三叉戟
item,tropical_fish,Tropical Fish,热带鱼
item,tropical_fish_bucket,Bucket of Tropical Fish,热带鱼桶
item,tropical_fish_spawn_egg,Tropical Fish Spawn Egg,热带鱼刷怪蛋
item,turtle_helmet,Turtle Shell,海龟壳
item,turtle_scute,Turtle Scute,海龟鳞甲
item,turtle_spawn_egg,Turtle Spawn Egg,海龟刷怪蛋
item,vex_armor_trim_smithing_template,Smithing Template,锻造模板
item,vex_armor_trim_smithing_template.new,Vex Armor Trim,恼鬼盔甲纹饰
item,vex_spawn_egg,Vex Spawn Egg,恼鬼刷怪蛋
item,villager_spawn_egg,Villager Spawn Egg,村民刷怪蛋
item,vindicator_spawn_egg,Vindicator Spawn Egg,卫道士刷怪蛋
item,wandering_trader_spawn_egg,Wandering Trader Spawn Egg,流浪商人刷怪蛋
item,ward_armor_trim_smithing_template,Smithing Template,锻造模板
item,ward_armor_trim_smithing_template.new,Ward Armor Trim,监守盔甲纹饰
item,warden_spawn_egg,Warden Spawn Egg,监守者刷怪蛋
item,warped_fungus_on_a_stick,Warped Fungus on a Stick,诡异菌钓竿
item,water_bucket,Water Bucket,水桶
item,wayfinder_armor_trim_smithing_template,Smithing Template,锻造模板
item,wayfinder_armor_trim_smithing_template.new,Wayfinder Armor Trim,向导盔甲纹饰
item,wheat,Wheat,小麦
item,wheat_seeds,Wheat Seeds,小麦种子
item,white_bundle,White Bundle,白色收纳袋
item,white_dye,White Dye,白色染料
item,white_harness,White Harness,白色挽具
item,wild_armor_trim_smithing_template,Smithing Template,锻造模板
item,wild_armor_trim_smithing_template.new,Wild Armor Trim,荒野盔甲纹饰
item,wind_charge,Wind Charge,风弹
item,witch_spawn_egg,Witch Spawn Egg,女巫刷怪蛋
item,wither_skeleton_spawn_egg,Wither Skeleton Spawn Egg,凋灵骷髅刷怪蛋
item,wither_spawn_egg,Wither Spawn Egg,凋灵刷怪蛋
item,wolf_armor,Wolf Armor,狼铠
item,wolf_spawn_egg,Wolf Spawn Egg,狼刷怪蛋
item,wooden_axe,Wooden Axe,木斧
item,wooden_hoe,Wooden Hoe,木锄
item,wooden_pickaxe,Wooden Pickaxe,木镐
item,wooden_shovel,Wooden Shovel,木锹
item,wooden_sword,Wooden Sword,木剑
item,writable_book,Book and Quill,书与笔
item,written_book,Written Book,成书
item,yellow_bundle,Yellow Bundle,黄色收纳袋
item,yellow_dye,Yellow Dye,黄色染料
item,yellow_harness,Yellow Harness,黄色挽具
item,zoglin_spawn_egg,Zoglin Spawn Egg,僵尸疣猪兽刷怪蛋
item,zombie_horse_spawn_egg,Zombie Horse Spawn Egg,僵尸马刷怪蛋
item,zombie_spawn_egg,Zombie Spawn Egg,僵尸刷怪蛋
item,zombie_villager_spawn_egg,Zombie Villager Spawn Egg,僵尸村民刷怪蛋
item,zombified_piglin_spawn_egg,Zombified Piglin Spawn Egg,僵尸猪灵刷怪蛋
